productclassid,productid,brandname,productname,SKU,SRP,grossweight,netweight,recyclablepackage,lowfat,unitspercase,casesperpallet,shelfwidth,shelfheight,shelfdepth
65,475,Quick,QuickExtraLeanHamburger,74355801939,2.6100,20.9,17.8,1,0,6,9,14.9,5.75,7.85
65,476,Quick,QuickSeasonedHamburger,82410421967,3.6400,15.6,14.6,1,0,22,12,12.1,11.2,13.8
104,477,Dollar,DollarMonthlySportsMagazine,70510522723,0.8600,19.1,18.1,1,0,7,12,20.4,15,14.6
108,478,Dollar,DollarMonthlyAutoMagazine,47802909016,2.9100,10.8,8.8,0,0,6,13,19.2,12.2,12.2
107,479,Dollar,DollarMonthlyComputerMagazine,71238645911,2.1500,16.4,14.3,1,0,14,13,4.95,8.2,15.5
105,480,Dollar,DollarMonthlyHomeMagazine,41670928597,1.6900,13.2,12.1,0,0,13,13,9.06,13.5,16.5
106,481,Dollar,DollarMonthlyFashionMagazine,23127390742,2.8500,14.1,12.1,1,0,33,12,5.31,5.9,6.13
61,482,TellTale,TellTaleSummerSquash,28895309567,0.7300,18.7,16.7,0,1,25,14,6.92,6.21,19.6
61,483,TellTale,TellTaleCornontheCob,80806578993,1.9400,13,10,1,0,3,10,20.8,21.6,5.86
61,484,TellTale,TellTaleAsparagus,55812264084,3.6400,8.35,6.35,0,1,4,12,7.56,4.92,14.2
61,485,TellTale,TellTaleSweetPeas,76961299777,2.1900,14.5,12.5,0,1,23,11,19.6,21.1,21.6
61,486,TellTale,TellTaleNewPotatos,21204751133,1.1400,14.8,12.8,1,1,18,14,13.3,12.5,8.47
61,487,TellTale,TellTaleBeets,11591553092,2.6000,9.09,6.09,0,1,5,7,18.5,20.3,19.5
61,488,TellTale,TellTalePreparedSalad,15072770714,2.5900,9.77,7.77,1,1,20,10,14.4,8.41,16.1
61,489,TellTale,TellTaleOnions,40795208811,2.4100,16.4,13.3,1,1,12,12,8.95,10.2,8.48
61,490,TellTale,TellTaleGreenPepper,44229219555,1.6500,13.4,11.3,0,1,24,6,7.33,13.6,21.2
61,491,TellTale,TellTaleShitakeMushrooms,63091554045,3.5100,19.6,18.6,1,0,14,13,20.7,12.1,13.7
61,492,TellTale,TellTaleLettuce,71146174073,1.7700,20.3,19.2,0,0,12,11,15.5,6.91,20.3
61,493,TellTale,TellTaleElephantGarlic,59246274828,2.6400,7.43,5.42,1,0,23,9,11.1,21.8,3.83
61,494,TellTale,TellTaleRedPepper,36538661122,1.9300,9.02,6.02,1,0,27,12,11.7,12.2,15.2
61,495,TellTale,TellTaleGarlic,59974398016,1.1700,9.22,6.22,1,0,8,8,7.01,19.2,19.4
61,496,TellTale,TellTalePotatos,96504550576,0.8400,11.2,10.1,0,0,31,11,9.79,6.34,20.6
61,497,TellTale,TellTaleCauliflower,23080183863,1.8700,14.7,13.6,1,0,10,9,7.83,6.85,8.93
61,498,TellTale,TellTaleTomatos,28848102688,2.5500,11.9,10.8,1,1,28,12,4,3.58,21.7
61,499,TellTale,TellTaleMushrooms,69542331099,2.9600,13.9,11.8,1,0,28,12,16.8,5.12,20.4
61,500,TellTale,TellTaleBabyOnion,44548016190,2.6600,17,14,0,1,11,12,22.6,14.4,21.4
61,501,TellTale,TellTaleDriedMushrooms,65697051882,1.4500,17.1,15.1,1,1,13,10,3.23,20,16.1
61,502,TellTale,TellTaleFreshLimaBeans,99940503239,3.1700,20.1,18.1,1,0,24,12,10.6,9.42,12
61,503,TellTale,TellTaleSquash,90327305197,1.8600,21.2,20.2,0,1,31,7,19.8,13.1,11.1
99,504,TellTale,TellTaleLimes,69906392693,1.8400,13.6,11.6,1,1,28,10,14.7,7.32,20.3
67,505,TellTale,TellTaleFirmTofu,29530960917,1.6700,18.1,16.1,0,0,30,7,17.5,19,18.3
1,506,TellTale,TellTaleAlmonds,92249944806,3.6800,11.5,8.5,1,0,3,8,15.2,6.59,12.2
99,507,TellTale,TellTaleMacintoshApples,87210149168,2.5300,20.4,18.3,1,0,14,9,22.3,3.04,13.8
99,508,TellTale,TellTaleGoldenDelciousApples,82579680085,3.7900,13.9,11.8,1,1,22,11,20.2,19.5,22.8
99,509,TellTale,TellTaleRedDelciousApples,46777650713,1.9000,20.9,18.8,1,0,8,14,9.46,12.5,14.8
99,510,TellTale,TellTaleLemons,47972167134,0.6100,9.33,7.32,1,0,27,7,3.69,20.9,15.4
99,511,TellTale,TellTaleFancyPlums,71407904028,0.6800,21,19,0,1,31,6,3.31,22,16.1
99,512,TellTale,TellTalePlums,17938056588,2.7400,9.85,7.85,0,0,10,7,19.7,7.08,6.5
99,513,TellTale,TellTalePeaches,34513689875,0.5800,11,10,1,0,31,13,6.16,17.4,20.5
61,514,TellTale,TellTaleBroccoli,40281608700,1.8100,20.9,17.8,1,1,35,11,6.63,8.38,9.31
99,515,TellTale,TellTaleMandarinOranges,92192878127,1.9100,20.7,19.7,0,1,17,9,7.86,19.7,13.7
1,516,TellTale,TellTaleMixedNuts,67198563218,1.8500,21.8,19.7,1,0,6,13,6.94,9.01,15.2
1,517,TellTale,TellTaleCannedPeanuts,77130557894,3.4000,7.87,6.86,0,0,26,5,11.6,9.5,3.9
61,518,TellTale,TellTaleSweetOnion,21374009251,1.3600,13.5,11.5,0,1,19,7,12.6,16.8,8.99
99,519,TellTale,TellTaleCantelope,11760811209,3.8200,17.1,15.1,1,0,10,11,10.5,8.46,22.2
99,520,TellTale,TellTaleHoneyDew,81339898705,2.8000,7.28,6.28,1,0,21,8,13.8,12.5,17.2
99,521,TellTale,TellTaleFujiApples,40964466929,3.6300,8.48,6.47,1,0,17,7,20.9,18.4,11.2
1,522,TellTale,TellTaleWalnuts,13683450818,1.6300,15.6,13.6,1,1,6,7,7.04,15.8,10.9
99,523,TellTale,TellTaleOranges,98643655180,1.7200,11.3,9.3,0,1,27,12,7.76,10.2,21.6
99,524,TellTale,TellTaleTangerines,40600405335,1.7400,13.8,11.8,0,0,16,13,4.57,13,22.6
1,525,TellTale,TellTalePartyNuts,94798375964,2.8500,11.3,9.3,0,1,30,14,12.8,11.9,7.77
24,526,Kiwi,KiwiLox,36971591114,2.2500,18.4,16.3,1,1,31,5,20.7,18.3,17.4
2,527,Kiwi,KiwiScallops,60407328009,2.3800,11.9,8.89,0,0,15,13,8.75,9.24,3.87
45,528,Fast,FastLowFatCookies,96937480568,0.9600,6.59,4.59,1,1,8,13,16,9.16,7.4
12,529,Fast,FastBBQPotatoChips,23513113856,2.1900,17.7,15.7,0,1,9,9,14.5,6.88,8.27
12,530,Fast,FastCornChips,29281032681,3.7600,9.41,6.4,1,0,24,11,3.38,7.67,22.7
12,531,Fast,FastLowFatBBQChips,81192302107,0.6000,16.9,14.8,0,1,21,8,3.6,5.14,19.8
45,532,Fast,FastSugarCookies,56197987198,3.8700,21.7,18.7,1,0,15,14,16.8,9.92,20.6
45,533,Fast,FastChocolateChipCookies,77347022891,2.4200,20.1,17.1,0,0,12,10,9.95,20,15.4
45,534,Fast,FastFudgeCookies,21590474247,3.3800,12.6,10.6,0,1,26,5,4.69,5.39,9.71
45,535,Fast,FastFudgeBrownies,90496563315,2.8400,7.92,6.92,1,1,4,12,21.5,3.1,15.5
12,536,Fast,FastPotatoChips,70075650811,1.8200,21.8,20.7,1,0,20,10,3.81,13.2,3.1
45,537,Fast,FastLemonCookies,29700219035,2.6500,20.7,18.7,1,0,3,11,19.3,8.98,22.8
45,538,Fast,FastGrahamCrackers,92419202923,0.9300,20.9,18.8,1,1,13,6,4.29,12.6,14.5
82,539,Fast,FastCheeseCrackers,87379407286,3.7400,8.42,6.42,1,0,21,14,4,13.2,17.8
54,540,Fast,FastButteredPopcorn,29336157441,0.5100,12.3,11.3,1,1,26,14,14.5,13.7,8.48
54,541,Fast,FastNoSaltPopcorn,83534128069,1.8800,13,10,1,0,13,9,21.4,20.7,17.6
54,542,Fast,FastLowFatPopcorn,60826514363,1.5100,6.84,3.84,0,1,35,12,3.07,5.03,16.4
83,543,Fast,FastSalsaDip,18164381384,1.6400,8.05,6.05,0,0,30,6,10,22,15.4
83,544,Fast,FastAvocadoDip,85673232674,2.9500,16.1,14.1,1,0,12,9,20.7,21.7,9.83
46,545,Fast,FastSaltedPretzels,78346735835,1.4500,19.1,16.1,1,1,35,8,18.2,5.58,3.27
83,546,Fast,FastCheeseDip,84114654660,2.7800,14.7,12.6,0,0,30,9,20.6,4.52,6.4
83,547,Fast,FastFondueMix,69928054213,2.3100,9.02,7.02,1,0,15,10,14.5,19.9,12.5
84,548,Fast,FastMiniDonuts,44933739304,2.9000,8.39,5.39,1,1,34,13,22.5,15.7,14.6
17,549,Fast,FastBeefJerky,66082774996,1.6800,10.5,9.5,1,0,34,10,13.3,19.4,8.37
84,550,Fast,FastChocolateDonuts,76424096226,2.4000,10.7,8.69,0,0,30,13,7.09,10.8,15.1
12,551,Fast,FastLowFatChips,66810898184,3.2100,7.87,5.86,1,0,6,12,13.5,10.9,20.4
82,552,Fast,FastSesameCrackers,70292115807,0.5500,18.6,16.6,1,1,25,11,10.9,9.83,18.8
45,553,Fast,FastFrostedCookies,18699643015,1.9100,7.41,5.4,0,0,24,11,17.3,20.4,11.7
109,554,Fast,FastDriedApples,57516496777,3.1400,13.1,12.1,1,0,34,6,17.3,14.4,6.85
109,555,Fast,FastAppleFruitRoll,76378831267,2.8800,19.3,18.2,1,0,18,14,10.6,12.9,19.2
109,556,Fast,FastStrawberryFruitRoll,18335581421,3.2500,11.3,8.3,1,0,24,10,3.95,17.1,3.67
109,557,Fast,FastRaspberryFruitRoll,72533552050,1.3600,18.4,15.3,0,0,18,10,20.8,4.53,20.8
109,558,Fast,FastGrapeFruitRoll,49825938344,0.8000,15,13,0,1,21,13,16,6.79,8.77
109,559,Fast,FastDriedDates,97163805365,3.7800,19.9,17.8,0,1,20,7,20.7,17.3,6.64
109,560,Fast,FastRaisins,43693957924,1.2000,15,12,0,1,5,12,6.55,7.06,5.45
109,561,Fast,FastGoldenRaisins,36367461085,0.7700,15.7,13.6,1,1,9,9,12.4,20.7,4.61
109,562,Fast,FastDriedApricots,42135379910,0.5900,17.8,15.7,0,0,21,10,13.8,5.58,20.8
84,563,Fast,FastFrostedDonuts,58927478194,1.6800,19.9,18.8,0,1,31,9,6.76,7.11,19.5
36,564,Atomic,AtomicTastyCandyBar,10031033158,0.6600,17.9,15.8,1,1,9,13,7.18,8.35,17
36,565,Atomic,AtomicMintChocolateBar,55082198977,0.9000,10.9,9.89,1,0,9,11,12.9,22.5,13.6
36,566,Atomic,AtomicMaltedMilkBalls,65423520207,1.7800,13.9,10.8,0,0,20,13,20.3,11.9,9.61
36,567,Atomic,AtomicSemi-SweetChocolateBar,55810322165,2.3500,15.9,13.8,1,1,35,13,4.46,5.77,13.2
37,568,Atomic,AtomicBubbleGum,59291539788,3.3300,11.2,8.19,0,1,18,13,11.5,6.82,11.6
38,569,Atomic,AtomicSpicyMints,18916108012,3.1600,7.79,5.78,1,1,33,13,16.9,3.52,17
38,570,Atomic,AtomicMints,57732961773,2.1600,17.5,15.5,0,1,32,9,19.6,21.1,5.86
36,571,Atomic,AtomicWhiteChocolateBar,65114583373,1.2500,10.4,8.39,0,0,31,8,6.66,17.6,7.45
5,572,ShadyLake,ShadyLakeRavioli,73169203400,2.5100,8.94,5.93,0,0,11,9,9.85,22.2,19.8
5,573,ShadyLake,ShadyLakeManicotti,61269304156,3.3900,19.7,18.7,1,1,9,10,4.48,3.23,15.8
5,574,ShadyLake,ShadyLakeSpaghetti,38561690449,2.6700,19,17,1,0,29,11,13.4,3.46,12.9
57,575,ShadyLake,ShadyLakeThaiRice,85899557471,2.8100,11,8,1,1,26,7,7.64,16.5,9.69
57,576,ShadyLake,ShadyLakeRiceMedly,32429710030,0.7000,18.6,16.6,1,1,11,12,16.2,8.5,9.2
43,577,Walrus,WalrusImportedBeer,25103213191,2.6200,6.11,3.11,1,0,31,9,15.8,20.1,17.5
44,578,Walrus,WalrusLightWine,30871132016,2.2900,9.38,8.38,1,0,9,8,10.5,21.4,6.5
44,579,Walrus,WalrusChardonnayWine,82782401442,0.8300,15.7,13.6,0,0,35,9,22.5,19.6,19.5
44,580,Walrus,WalrusChablisWine,21200867295,2.4100,19.9,17.8,0,0,29,6,21.4,16.6,18.2
44,581,Walrus,WalrusMerlotWine,42349902987,2.8400,19.4,17.3,1,0,6,14,10.8,9.99,3.24
44,582,Walrus,WalrusChardonnay,76593354344,3.8000,9.9,6.89,1,0,32,6,22.7,8.21,16.2
44,583,Walrus,WalrusWhiteZinfandelWine,66980156302,1.6100,19.4,17.3,1,0,18,7,11.9,3.33,13.2
43,584,Walrus,WalrusLightBeer,70461373925,2.5900,17.6,15.6,0,0,31,6,21.3,16.5,18.8
27,585,Colony,ColonyPumpernickelBread,30085942149,2.1800,8.08,5.07,0,1,21,7,13.3,14.7,11.8
27,586,Colony,ColonyWhiteBread,68902795910,1.4200,18.9,16.8,1,0,2,8,17.8,21.3,10.3
27,587,Colony,ColonyRyeBread,87765130400,3.2700,7.71,5.71,0,0,18,6,4.43,20.8,18.2
26,588,Colony,ColonyEnglishMuffins,95819750428,1.5400,7.55,5.55,0,0,35,8,14.4,4.41,15.1
26,589,Colony,ColonyCranberryMuffins,72702810168,2.6500,16.4,15.3,1,0,35,12,18.1,11.7,12.1
26,590,Colony,ColonyMuffins,49995196461,1.9300,6.14,3.13,0,0,33,8,19.2,19,17.2
25,591,Colony,ColonyBagels,97333063483,1.1700,8.72,6.72,0,1,13,8,12.9,15,20.8
26,592,Colony,ColonyBlueberryMuffins,43863216042,2.4800,12.7,11.6,1,0,30,6,3.16,17.8,21.4
27,593,Colony,ColonyWheatBread,36536719202,1.8700,12,10,1,0,26,13,22.1,12.4,16
49,594,Landslide,LandslideSesameOil,42304638028,0.5800,7.27,4.26,1,0,4,10,9.48,22.4,9.45
53,595,Landslide,LandslideChunkyPeanutButter,94215907454,1.4200,7.95,4.94,1,0,31,10,15.5,4.96,3.61
51,596,Landslide,LandslideHotChocolate,69221592545,0.6400,10.4,8.39,0,1,28,13,21.4,13.2,9.7
50,597,Landslide,LandslideBrownSugar,90370628237,2.8000,19.3,16.2,1,1,19,12,20.3,8.61,21.1
50,598,Landslide,LandslideWhiteSugar,65592778325,1.5200,10.3,9.3,1,0,25,8,8.2,14.9,10.8
90,599,Landslide,LandslideFrenchRoastCoffee,55979580283,2.3200,9.79,7.78,1,0,21,9,5.55,9.6,10.4
90,600,Landslide,LandslideDecafCoffee,59460797905,2.3100,18.9,16.8,1,0,3,9,11.1,5.79,12.5
90,601,Landslide,LandslideRegularCoffee,85183236002,2.1300,14.9,12.8,0,0,9,9,9.02,8.84,3.85
49,602,Landslide,LandslideVegetableOil,57902219891,2.1400,15.9,13.8,1,0,3,7,12.1,20,18.5
49,603,Landslide,LandslideCornOil,76764554381,1.2300,16.5,14.5,1,1,19,10,8.1,8.11,15.2
48,604,Landslide,LandslideTomatoSauce,84819174408,1.2500,9.48,6.47,0,0,27,10,6.6,5.74,16.7
49,605,Landslide,LandslideCanolaOil,72919275164,2.3600,21.2,20.2,1,0,31,10,15.9,3.49,4.93
33,606,Landslide,LandslideGrapePreserves,50211661458,2.6500,11.3,9.3,0,0,20,9,9.31,21.9,17.3
90,607,Landslide,LandslideColumbianCoffee,62430357336,2.7800,13.3,10.3,0,0,26,9,13.1,22.4,8.62
31,608,Landslide,LandslideStrawberryJelly,32862640023,0.6800,10.2,8.19,1,0,25,13,15.8,16.6,9.61
4,609,Landslide,LandslidePepper,25536143183,2.5900,11.3,9.3,0,1,2,14,4.08,15.8,13.6
33,610,Landslide,LandslideLowFatAppleButter,31304062008,2.2700,7.14,5.13,1,1,24,6,13,15.8,11.8
4,611,Landslide,LandslideSalt,83215331435,0.8200,15.1,13.1,1,0,30,6,15.6,18.8,13.7
33,612,Landslide,LandslideAppleButter,58221016526,2.3800,11.6,10.6,1,0,12,7,22.7,20.1,11.5
4,613,Landslide,LandslideOregano,79370052218,1.8200,21.1,20.1,1,0,20,7,10.8,19.9,13
31,614,Landslide,LandslideAppleJelly,23613503575,3.7800,16.7,14.7,1,0,24,13,21.7,8.79,21.2
32,615,Landslide,LandslideGrapeJam,69672150015,1.3500,18.4,16.3,0,1,34,6,10.3,15.8,5.11
32,616,Landslide,LandslideAppleJam,73153367638,1.3300,21.9,19.8,1,1,13,11,18.8,8.57,20.9
32,617,Landslide,LandslideStrawberryJam,98875805735,1.1600,13.9,10.8,1,1,30,9,21.2,22.7,7.78
53,618,Landslide,LandslideCreamyPeanutButter,71594789624,1.4000,7.28,6.28,1,1,21,7,17.2,21.1,12.1
33,619,Landslide,LandslideStrawberryPreserves,90457124114,2.2500,6.14,5.13,0,0,3,8,14,19.1,16.8
53,620,Landslide,LandslideExtraChunkyPeanutButter,98511744141,0.7300,7.8,5.8,1,0,36,12,13.3,7.3,3.26
33,621,Landslide,LandslideApplePreserves,86611844897,1.3900,9.36,7.35,1,0,22,13,4.69,7.69,12.1
31,622,Landslide,LandslideGrapeJelly,63904231190,0.8100,6.38,3.38,1,1,28,5,22.3,15.5,4.95
30,623,Token,TokenBerryJuice,87339968085,1.8000,8.04,7.03,1,0,2,5,11.7,18.1,8.82
52,624,Token,TokenMangoDrink,33870120644,2.4600,20.4,18.3,1,1,16,12,11.5,8.99,14.9
52,625,Token,TokenStrawberryDrink,15326582789,1.6100,13.8,10.8,1,0,18,6,10.9,16.5,3.9
19,626,Token,TokenCreamSoda,21094501614,1.2900,6.73,4.73,0,0,9,14,9.79,12,15.3
19,627,Token,TokenDietSoda,73005771040,1.7000,7.64,4.63,1,0,31,13,14.4,14.2,10.1
19,628,Token,TokenCola,48011456131,1.4000,16.4,14.3,1,0,12,13,16.5,11.5,17.3
19,629,Token,TokenDietCola,69160491824,0.5500,10,8,0,0,10,12,22.7,4.44,14.3
30,630,Token,TokenOrangeJuice,13403943181,2.8000,11,10,1,0,33,11,7.34,6.72,9.09
30,631,Token,TokenCranberryJuice,93790745139,0.7800,19.7,17.7,1,0,7,8,9.47,3.99,16.3
30,632,Token,TokenAppleJuice,73369832634,0.8300,20.6,18.6,0,0,1,11,14,6.27,11
52,633,Token,TokenAppleDrink,32994400858,0.7400,15.6,13.6,1,0,33,10,20.2,19.3,7.55
35,634,Radius,RadiusOatmeal,60594213604,2.5300,13.1,10.1,1,1,12,9,18.8,21.6,5.2
35,635,Radius,RadiusCornPuffs,55554417967,1.3800,7.92,5.92,0,1,34,8,15,22.6,16.2
35,636,Radius,RadiusWheatPuffs,87511168122,2.6400,12.2,9.19,0,1,19,8,10.2,15.4,11.7
35,637,Radius,RadiusGrits,51709138751,0.8600,8.4,7.39,0,1,2,13,12,13.2,22.3
62,638,Bravo,BravoCannedBeets,52903655171,3.1500,6.8,5.8,1,0,22,9,16.5,20,19.7
62,639,Bravo,BravoCreamedCorn,76339392066,3.2800,16.2,14.2,0,0,18,14,4.16,13.2,16.1
62,640,Bravo,BravoCannedStringBeans,22869544625,2.5900,9.63,7.63,0,1,20,8,3.52,20.8,5.09
58,641,Bravo,BravoChickenSoup,39445177912,3.9800,18.5,15.5,1,1,11,7,22.3,16.2,16.5
62,642,Bravo,BravoCannedYams,45213096737,1.6600,7.39,6.38,1,1,21,7,17.1,21.2,11.9
58,643,Bravo,BravoVegetableSoup,62005195021,1.8400,9,6,0,0,19,7,7.64,17.2,5.81
62,644,Bravo,BravoCannedTomatos,37010880112,0.8700,13.4,11.3,0,0,32,10,20.5,3.37,21.3
58,645,Bravo,BravoNoodleSoup,58159915804,3.3200,6.41,5.4,0,0,8,5,5.97,19.8,7.91
58,646,Bravo,BravoRegularRamenSoup,92403367161,1.2800,6.18,4.17,1,0,1,10,17.2,5.63,9.86
58,647,Bravo,BravoChickenNoodleSoup,82790169119,2.7400,17.7,15.7,1,0,23,14,15.1,17.5,21
58,648,Bravo,BravoTurkeyNoodleSoup,62369256615,2.7200,12.5,11.5,1,0,5,11,21.3,4.13,14.5
58,649,Bravo,BravoBeefSoup,21993824839,2.5500,17.2,14.2,0,1,15,14,8.85,8.08,17.4
62,650,Bravo,BravoCannedPeas,84712808728,1.5500,17.5,15.5,1,1,17,6,21.1,8.36,4.22
58,651,Bravo,BravoChickenRamenSoup,66987923979,0.8000,15,13,0,1,19,14,11,7.36,4.38
93,652,Bravo,BravoCannedTunainWater,98944674134,1.6700,10.7,9.69,1,0,23,14,20.2,16.2,17.6
93,653,Bravo,BravoCannedTunainOil,63142644762,2.7800,9.71,7.71,1,1,28,13,15.7,11.9,17.3
94,654,Bravo,BravoLargeCannedShrimp,64337161183,2.1700,10.8,7.8,0,0,29,7,13.8,16.7,3.85
95,655,Bravo,BravoFancyCannedAnchovies,87772898077,2.3100,8.33,5.32,0,1,5,11,15,8.05,8.9
96,656,Bravo,BravoFancyCannedClams,34303050637,3.8500,20.4,17.3,1,0,16,6,8.12,13.6,6.99
97,657,Bravo,BravoFancyCannedOysters,50878683924,2.1200,19.8,18.7,0,1,2,6,6.03,14.9,11.5
98,658,Bravo,BravoFancyCannedSardines,56646602749,2.6800,6.44,5.44,1,0,28,5,9.18,9.84,12.6
58,659,Bravo,BravoRiceSoup,18557872176,3.2100,15.8,14.8,1,1,1,10,18.6,11.8,19.1
3,660,Applause,ApplauseCannedMixedFruit,48180714249,2.8000,6.96,3.96,1,1,2,7,5.24,15.9,3.76
3,661,Applause,ApplauseCannedPeaches,69329749941,2.3400,19,17,0,0,20,6,9.29,20.4,14.3
89,662,Prelude,PreludeRosySunglasses,13573201298,2.3000,21.5,19.5,1,0,29,9,14.2,4.22,5.44
103,663,Akron,AkronEyeglassScrewdriver,93960003256,1.7600,11.4,10.3,1,0,19,11,15.8,4.7,18.4
102,664,Akron,AkronCityMap,73539090752,1.7400,8.24,6.23,0,0,18,12,19.9,10,19.4
15,665,Gorilla,GorillaLowFatCottageCheese,33163658976,1.5700,8.79,6.78,0,0,21,8,20.3,17.8,19.3
14,666,Gorilla,GorillaLowFatSourCream,95882642865,0.8900,14.5,12.5,0,1,19,7,10.1,17.4,16.9
14,667,Gorilla,GorillaSourCream,90842847228,2.6600,21.2,20.2,1,0,5,11,15.8,7.02,16.7
11,668,Gorilla,GorillaJackCheese,32799597382,3.9300,21.9,18.8,1,0,27,14,19.8,11.7,5.87
11,669,Gorilla,GorillaMuensterCheese,51878396868,1.8000,19.4,18.3,1,1,3,8,11.5,15.3,18.4
11,670,Gorilla,GorillaStringCheese,29170783162,1.7900,18.2,15.2,1,1,14,6,8.36,13.2,3.16
11,671,Gorilla,GorillaLowFatStringCheese,76508650183,2.9300,20.8,19.7,1,1,29,7,11.6,17,19.2
11,672,Gorilla,GorillaHavartiCheese,23038802742,3.3400,13.3,10.3,1,1,20,8,16.5,16.8,10.9
11,673,Gorilla,GorillaHeadCheese,15712305903,2.7400,18.2,17.2,0,0,13,7,11.6,19.6,16.3
11,674,Gorilla,GorillaCheeseSpread,21480224728,3.1800,21.1,20.1,1,1,30,9,10,7.9,4.79
11,675,Gorilla,GorillaSharpCheddarCheese,97293624281,3.5900,13.1,10.1,1,1,24,13,22.6,16.5,9.17
11,676,Gorilla,GorillaMildCheddarCheese,72299309372,3.2900,8.86,6.85,1,1,5,10,22,8.7,14.9
15,677,Gorilla,GorillaLargeCurdCottageCheese,93448345065,2.9600,8.58,6.57,1,0,16,5,10.1,14.2,7.27
76,678,Gorilla,Gorilla2Milk,68670495152,3.6900,14.3,13.3,1,0,3,14,21.1,7.13,14.8
76,679,Gorilla,GorillaButtermilk,59057297110,1.4900,20.3,17.2,1,0,31,12,9.6,6.43,13
76,680,Gorilla,GorillaChocolateMilk,62538514733,1.4700,13.4,10.3,1,0,3,12,15.2,22.6,15.1
76,681,Gorilla,Gorilla1Milk,22163082957,2.3000,9.43,8.43,1,0,20,11,13,5.66,6.42
76,682,Gorilla,GorillaWholeMilk,60979936718,0.6100,10.4,7.39,1,0,14,9,16.2,16.8,21.1
6,683,Gorilla,GorillaStrawberryYogurt,79842271208,2.1600,8.58,5.57,1,0,20,9,7.16,21.1,6.7
6,684,Gorilla,GorillaBlueberryYogurt,21799021363,0.6800,9.71,7.71,1,1,18,12,16.7,7.13,13.1
81,685,CuttingEdge,CuttingEdgeChickenHotDogs,75996991991,1.5300,18.2,17.2,0,1,9,7,20.1,15.7,4.84
91,686,CuttingEdge,CuttingEdgePimentoLoaf,53289378285,1.8200,12.5,9.5,1,0,34,10,4.1,5.65,8.5
91,687,CuttingEdge,CuttingEdgeBeefBologna,65508074164,0.9700,7.67,4.67,0,0,35,13,3.52,7.82,4.38
91,688,CuttingEdge,CuttingEdgeLowFatBologna,12038226723,2.3700,12.9,11.8,0,1,13,9,22.3,18.4,19.6
81,689,CuttingEdge,CuttingEdgeTurkeyHotDogs,94711729884,1.7600,21.9,19.8,1,0,7,12,8.13,12.6,16.2
81,690,CuttingEdge,CuttingEdgeFoot-LongHotDogs,10479648709,1.4400,6.68,5.67,0,1,34,8,22.4,20.7,17.8
16,691,CuttingEdge,CuttingEdgeLowFatColeSlaw,86293048262,2.8500,9.66,6.65,0,0,34,14,19.7,15.7,16.3
16,692,CuttingEdge,CuttingEdgeColeSlaw,37396603226,1.5500,6.19,4.19,1,1,23,9,6.78,16.9,14.1
77,693,CuttingEdge,CuttingEdgeRoastedChicken,82447769045,1.9900,15.6,14.6,0,1,25,6,14.9,16.7,15.5
8,694,CuttingEdge,CuttingEdgeCornedBeef,92789090275,2.9500,11.2,9.19,0,1,29,11,5.75,5.61,3.81
8,695,CuttingEdge,CuttingEdgeSlicedTurkey,83175892233,3.5200,12.9,9.89,1,1,3,13,14.3,12.6,7.68
8,696,CuttingEdge,CuttingEdgeSlicedHam,75176396965,0.7200,19.6,17.6,1,1,24,9,20,22.2,7.48
16,697,CuttingEdge,CuttingEdgePotatoSalad,34800965189,1.3300,8.47,7.47,1,1,35,8,5.31,19.5,10.3
8,698,CuttingEdge,CuttingEdgeSlicedChicken,73617818951,2.3300,6.86,4.86,1,1,28,9,21,18.6,12.6
66,699,Jumbo,JumboSmallBrownEggs,92480153441,1.4200,21.7,19.7,0,1,4,7,17.8,16.6,17.3
66,700,Jumbo,JumboLargeBrownEggs,10534773468,2.6800,7.38,5.38,1,0,2,11,17.1,4.83,3.73
66,701,Jumbo,JumboSmallEggs,88634874224,0.7500,8.94,6.93,0,0,23,11,8.51,5.22,12.6
66,702,Jumbo,JumboLargeEggs,65927260518,3.8400,21.9,18.8,0,1,29,13,6.16,13,5.41
66,703,Jumbo,JumboEggSubstitute,23265127539,2.9700,7.62,5.61,1,0,3,13,15.5,15.6,9.28
34,704,Imagine,ImagineLowFatWaffles,90773978829,1.6300,8.41,7.4,1,0,1,12,9.62,14.8,15.9
110,705,Imagine,ImagineOrangePopsicles,83447481989,0.8800,12.2,9.19,0,0,30,12,11.5,12,9.09
100,706,Imagine,ImagineFrozenChickenBreast,89215400815,3.4600,11,8,0,1,24,9,15.6,22,11.7
29,707,Imagine,ImagineFrozenPancakes,51126670241,1.8700,16.7,14.7,1,1,10,8,6.58,14.9,19.3
63,708,Imagine,ImagineLowFatFrenchFries,26132355332,3.6800,9.79,8.78,1,1,33,9,22,5.8,3.43
64,709,Imagine,ImagineFrozenSausagePizza,47281391024,0.5700,16.9,14.8,1,1,16,5,18.5,15.4,10.5
34,710,Imagine,ImagineBlueberryWaffles,81524842381,1.1900,15.3,13.3,1,0,1,10,3.07,22.2,7.96
63,711,Imagine,ImagineFajitaFrenchFries,71911644339,2.8900,13.8,10.8,1,0,3,9,15.9,3.56,7.83
34,712,Imagine,ImagineWaffles,75392861962,3.8700,7.2,4.19,1,0,27,10,15.3,11.1,16.7
64,713,Imagine,ImagineFrozenPepperoniPizza,23800389170,3.4600,11,9,0,1,25,8,8.89,18.4,4.83
